CIP Title,SOC Title
"Social Work, Other.","Social Workers, All Other"
"Social Work, Other.","Social Work Teachers, Postsecondary"
"Public Administration and Social Service Professions, Other.",NO MATCH
"Social Sciences, General.","Managers, All Other"
"Social Sciences, General.","Social Scientists and Related Workers, All Other"
"Social Sciences, General.",Social Science Research Assistants
"Social Sciences, General.","Social Sciences Teachers, Postsecondary, All Other"
"Social Sciences, General.","Secondary School Teachers, Except Special and Career/Technical Education"
Research Methodology and Quantitative Methods.,"Managers, All Other"
Research Methodology and Quantitative Methods.,Statisticians
Research Methodology and Quantitative Methods.,Survey Researchers
Research Methodology and Quantitative Methods.,Sociologists
Research Methodology and Quantitative Methods.,"Social Scientists and Related Workers, All Other"
Research Methodology and Quantitative Methods.,"Social Sciences Teachers, Postsecondary, All Other"
Survey Research/Methodology.,"Managers, All Other"
Survey Research/Methodology.,Statisticians
Survey Research/Methodology.,Sociologists
Survey Research/Methodology.,"Social Scientists and Related Workers, All Other"
Survey Research/Methodology.,Social Science Research Assistants
Survey Research/Methodology.,"Sociology Teachers, Postsecondary"
Survey Research/Methodology.,"Social Sciences Teachers, Postsecondary, All Other"
"Social Sciences, Other.","Managers, All Other"
"Social Sciences, Other.","Social Scientists and Related Workers, All Other"
"Social Sciences, Other.","Social Sciences Teachers, Postsecondary, All Other"
"Social Sciences, Other.","Elementary School Teachers, Except Special Education"
"Social Sciences, Other.","Middle School Teachers, Except Special and Career/Technical Education"
"Social Sciences, Other.","Secondary School Teachers, Except Special and Career/Technical Education"
"Anthropology, General.","Managers, All Other"
"Anthropology, General.",Anthropologists and Archeologists
"Anthropology, General.","Anthropology and Archeology Teachers, Postsecondary"
Physical and Biological Anthropology.,"Managers, All Other"
Physical and Biological Anthropology.,Anthropologists and Archeologists
Physical and Biological Anthropology.,"Anthropology and Archeology Teachers, Postsecondary"
Medical Anthropology.,"Managers, All Other"
Medical Anthropology.,Anthropologists and Archeologists
Medical Anthropology.,"Anthropology and Archeology Teachers, Postsecondary"
Cultural Anthropology.,"Managers, All Other"
Cultural Anthropology.,Anthropologists and Archeologists
Cultural Anthropology.,"Anthropology and Archeology Teachers, Postsecondary"
Cultural Anthropology.,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
Forensic Anthropology.,"Managers, All Other"
Forensic Anthropology.,"Medical Scientists, Except Epidemiologists"
Forensic Anthropology.,Anthropologists and Archeologists
Forensic Anthropology.,Forensic Science Technicians
Forensic Anthropology.,"Anthropology and Archeology Teachers, Postsecondary"
"Anthropology, Other.","Managers, All Other"
"Anthropology, Other.",Anthropologists and Archeologists
"Anthropology, Other.","Anthropology and Archeology Teachers, Postsecondary"
Archeology.,"Managers, All Other"
Archeology.,Anthropologists and Archeologists
Archeology.,"Anthropology and Archeology Teachers, Postsecondary"
Archeology.,Tour Guides and Escorts
Criminology.,"Managers, All Other"
Criminology.,"Psychologists, All Other"
Criminology.,Sociologists
Criminology.,"Life, Physical, and Social Science Technicians, All Other"
Criminology.,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
Demography and Population Studies.,"Managers, All Other"
Demography and Population Studies.,Sociologists
Demography and Population Studies.,"Social Scientists and Related Workers, All Other"
Demography and Population Studies.,"Sociology Teachers, Postsecondary"
Applied Demography.,"Managers, All Other"
Applied Demography.,Sociologists
Applied Demography.,"Social Scientists and Related Workers, All Other"
Applied Demography.,"Sociology Teachers, Postsecondary"
"Demography, Other.","Managers, All Other"
"Demography, Other.",Sociologists
"Demography, Other.","Social Scientists and Related Workers, All Other"
"Demography, Other.","Sociology Teachers, Postsecondary"
"Economics, General.","Managers, All Other"
"Economics, General.",Economists
"Economics, General.",Survey Researchers
"Economics, General.",Social Science Research Assistants
"Economics, General.","Economics Teachers, Postsecondary"
"Economics, General.","Secondary School Teachers, Except Special and Career/Technical Education"
Applied Economics.,"Managers, All Other"
Applied Economics.,Market Research Analysts and Marketing Specialists
Applied Economics.,Economists
Applied Economics.,Survey Researchers
Applied Economics.,Social Science Research Assistants
Applied Economics.,"Economics Teachers, Postsecondary"
Econometrics and Quantitative Economics.,"Managers, All Other"
Econometrics and Quantitative Economics.,Statisticians
Econometrics and Quantitative Economics.,Data Scientists
Econometrics and Quantitative Economics.,Economists
Econometrics and Quantitative Economics.,Social Science Research Assistants
Econometrics and Quantitative Economics.,"Economics Teachers, Postsecondary"
Development Economics and International Development.,"Managers, All Other"
Development Economics and International Development.,Economists
Development Economics and International Development.,Social Science Research Assistants
Development Economics and International Development.,"Economics Teachers, Postsecondary"
International Economics.,"Managers, All Other"
International Economics.,Economists
International Economics.,"Economics Teachers, Postsecondary"
"Economics, Other.","Managers, All Other"
"Economics, Other.",Economists
"Economics, Other.","Economics Teachers, Postsecondary"
Geography.,"Managers, All Other"
Geography.,Surveying and Mapping Technicians
Geography.,Geographers
Geography.,"Geography Teachers, Postsecondary"
Geographic Information Science and Cartography.,"Managers, All Other"
Geographic Information Science and Cartography.,Cartographers and Photogrammetrists
Geographic Information Science and Cartography.,Surveying and Mapping Technicians
Geographic Information Science and Cartography.,Geographers
Geographic Information Science and Cartography.,"Geography Teachers, Postsecondary"
"Geography, Other.","Managers, All Other"
"Geography, Other.",Geographers
"Geography, Other.","Geography Teachers, Postsecondary"
International Relations and Affairs.,"Managers, All Other"
International Relations and Affairs.,Political Scientists
International Relations and Affairs.,"Political Science Teachers, Postsecondary"
National Security Policy Studies.,"Managers, All Other"
National Security Policy Studies.,Political Scientists
National Security Policy Studies.,"Political Science Teachers, Postsecondary"
"International Relations and National Security Studies, Other.","Managers, All Other"
"International Relations and National Security Studies, Other.",Political Scientists
"International Relations and National Security Studies, Other.","Political Science Teachers, Postsecondary"
"Political Science and Government, General.","Managers, All Other"
"Political Science and Government, General.",Political Scientists
"Political Science and Government, General.",Social Science Research Assistants
"Political Science and Government, General.","Political Science Teachers, Postsecondary"
"Political Science and Government, General.","Secondary School Teachers, Except Special and Career/Technical Education"
American Government and Politics (United States).,"Managers, All Other"
American Government and Politics (United States).,Political Scientists
American Government and Politics (United States).,"Political Science Teachers, Postsecondary"
American Government and Politics (United States).,"Secondary School Teachers, Except Special and Career/Technical Education"
Canadian Government and Politics.,"Managers, All Other"
Canadian Government and Politics.,Political Scientists
Canadian Government and Politics.,"Secondary School Teachers, Except Special and Career/Technical Education"
Political Economy.,"Managers, All Other"
Political Economy.,Economists
Political Economy.,Political Scientists
Political Economy.,Social Science Research Assistants
Political Economy.,"Economics Teachers, Postsecondary"
Political Economy.,"Political Science Teachers, Postsecondary"
"Political Science and Government, Other.","Managers, All Other"
"Political Science and Government, Other.",Political Scientists
"Political Science and Government, Other.","Political Science Teachers, Postsecondary"
"Political Science and Government, Other.","Secondary School Teachers, Except Special and Career/Technical Education"
"Sociology, General.","Managers, All Other"
"Sociology, General.",Sociologists
"Sociology, General.",Social Science Research Assistants
"Sociology, General.","Sociology Teachers, Postsecondary"
Applied/Public Sociology.,"Managers, All Other"
Applied/Public Sociology.,Sociologists
Applied/Public Sociology.,Social Science Research Assistants
Applied/Public Sociology.,"Sociology Teachers, Postsecondary"
Rural Sociology.,"Managers, All Other"
Rural Sociology.,Sociologists
Rural Sociology.,"Sociology Teachers, Postsecondary"
Rural Sociology.,"Social Sciences Teachers, Postsecondary, All Other"
"Sociology, Other.","Managers, All Other"
"Sociology, Other.",Sociologists
"Sociology, Other.","Sociology Teachers, Postsecondary"
"Sociology, Other.","Social Sciences Teachers, Postsecondary, All Other"
Urban Studies/Affairs.,"Managers, All Other"
Urban Studies/Affairs.,Sociologists
Urban Studies/Affairs.,Urban and Regional Planners
Urban Studies/Affairs.,"Social Sciences Teachers, Postsecondary, All Other"
Sociology and Anthropology.,"Managers, All Other"
Sociology and Anthropology.,Sociologists
Sociology and Anthropology.,Anthropologists and Archeologists
Sociology and Anthropology.,"Anthropology and Archeology Teachers, Postsecondary"
Sociology and Anthropology.,"Sociology Teachers, Postsecondary"
Geography and Anthropology.,"Managers, All Other"
Geography and Anthropology.,Anthropologists and Archeologists
Geography and Anthropology.,Geographers
Geography and Anthropology.,"Anthropology and Archeology Teachers, Postsecondary"
Geography and Anthropology.,"Geography Teachers, Postsecondary"
"Social Sciences, Other.","Managers, All Other"
"Social Sciences, Other.","Social Scientists and Related Workers, All Other"
"Social Sciences, Other.","Social Sciences Teachers, Postsecondary, All Other"
"Construction Trades, General.",First-Line Supervisors of Construction Trades and Extraction Workers
Mason/Masonry.,First-Line Supervisors of Construction Trades and Extraction Workers
Mason/Masonry.,Brickmasons and Blockmasons
Mason/Masonry.,Stonemasons
Mason/Masonry.,Tile and Stone Setters
Carpentry/Carpenter.,First-Line Supervisors of Construction Trades and Extraction Workers
Carpentry/Carpenter.,Carpenters
"Electrical and Power Transmission Installation/Installer, General.","First-Line Supervisors of Mechanics, Installers, and Repairers"
"Electrical and Power Transmission Installation/Installer, General.","Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
"Electrical and Power Transmission Installation/Installer, General.",Electrical Power-Line Installers and Repairers
Electrician.,First-Line Supervisors of Construction Trades and Extraction Workers
Electrician.,Electricians
Electrician.,Security and Fire Alarm Systems Installers
Electrician.,Signal and Track Switch Repairers
Lineworker.,"First-Line Supervisors of Mechanics, Installers, and Repairers"
Lineworker.,Electrical Power-Line Installers and Repairers
"Electrical and Power Transmission Installers, Other.",Electrical Power-Line Installers and Repairers
